,temperature,ph,rainfall,label,land_type
69,23.43191632,6.363472207999999,269.5039162,rice,clay soil
70,24.97669518,6.8804312229999995,204.8001847,rice,clay soil
71,22.72791041,7.300410836,260.8875056,rice,clay soil
72,24.87300744,6.587918707999999,295.60944920000003,rice,clay soil
73,21.32376327,7.283736617000001,192.31975359999998,rice,clay soil
74,26.29465461,7.023936392,257.4914906,rice,clay soil
75,22.2286982,6.939083505,278.0791793,rice,clay soil
76,26.73072391,7.868474653,280.4044392,rice,clay soil
77,24.88921174,5.005306977,185.9461429,rice,clay soil
78,26.88444878,6.136131869,194.57665590000002,rice,clay soil
79,22.67846116,7.524080076000001,200.9133156,rice,clay soil
80,26.08867875,5.706943251,182.9043504,rice,clay soil
81,25.42977518,5.758506323,195.35745419999998,rice,clay soil
82,26.40323239,6.349606327,223.36718829999998,rice,clay soil
83,26.04371967,5.9999690260000005,186.7536773,rice,clay soil
84,25.2827223,5.453592032,220.1156708,rice,clay soil
85,22.08576562,6.372576327000001,231.7364957,rice,clay soil
86,23.28617173,5.105588355,242.31706290000002,rice,clay soil
87,25.48591986,5.9353444060000005,182.6549356,rice,clay soil
88,23.67575393,5.17782304,233.7034975,rice,clay soil
89,20.82477109,6.462391607000001,230.22422230000004,rice,clay soil
90,26.92995077,7.069172227,290.67937830000005,rice,clay soil
91,23.83509503,7.473134377,241.20135130000003,rice,clay soil
92,26.52872817,6.158376967000001,218.9163567,rice,clay soil
93,26.46428311,7.549873681,248.2256491,rice,clay soil
94,22.69657794,6.028321557999999,256.9964761,rice,clay soil
95,22.68319059,6.604993475,194.2651719,rice,clay soil
96,21.53346343,6.500343222000001,295.9248796,rice,clay soil
97,21.40865769,5.935745417000001,287.57669350000003,rice,clay soil
98,26.54348085,7.072655622,183.62226569999999,rice,clay soil
99,23.35905428,5.333322606,188.41366499999998,rice,clay soil
100,22.61359953,5.749914421000001,87.75953857,maize,loam soil
101,26.10018422,6.931756557999999,102.2662445,maize,loam soil
102,23.55882094,6.657964753,66.71995467,maize,loam soil
103,19.97215954,6.596060648,60.65171481,maize,loam soil
104,18.47891261,5.970458434,65.43835393,maize,loam soil
105,21.77689322,6.158830619,102.0861694,maize,loam soil
106,25.6217169,6.047906679,105.46547029999999,maize,loam soil
107,25.19192419,5.913664501,78.06639649,maize,loam soil
108,20.41683147,5.855442401,65.27798457,maize,loam soil
109,24.92162194,5.750254943,109.2162279,maize,loam soil
110,23.31689124,5.852607099,94.29712821,maize,loam soil
111,24.84016732,6.4725232870000005,74.05474936,maize,loam soil
112,22.27526694,6.9670577620000005,63.87020584,maize,loam soil
113,18.87751445,6.082973754,94.76189431,maize,loam soil
114,25.19008683,5.919045532,72.12375573,maize,loam soil
115,18.25405352,6.204747652999999,63.72358154,maize,loam soil
116,24.612911800000003,6.600827017,104.1626147,maize,loam soil
117,25.1420613,6.021902237000001,76.68456006,maize,loam soil
118,23.09348056,6.033550195,65.49730729,maize,loam soil
119,18.05033737,6.28886807,84.23613484,maize,loam soil
120,24.932158100000002,6.550563822999999,79.74078719,maize,loam soil
121,18.14710054,5.573286437,88.07753741,maize,loam soil
122,18.28362235,6.829199275,80.97573281,maize,loam soil
123,18.83344471,5.716222912,79.75328959999999,maize,loam soil
124,25.71895816,5.54990242,74.51490791,maize,loam soil
125,25.33797709,6.586244581,96.46380213,maize,loam soil
126,23.89114571,5.893093135,102.83019420000001,maize,loam soil
127,21.53574127,5.918263801,102.4852929,maize,loam soil
128,23.08974909,5.588650585,70.43473609,maize,loam soil
129,25.61707368,6.576418207000001,108.8303762,maize,loam soil
130,21.44526922,6.178056304,65.88951188,maize,loam soil
131,18.51816776,6.6419063529999995,90.988051,maize,loam soil
132,22.53510514,6.489040367,64.40866039,maize,loam soil
133,23.02038334,5.680361037999999,63.03843397,maize,loam soil
134,24.89364635,6.625404347999999,87.9298085,maize,loam soil
135,25.77175115,6.524478032,107.49319170000001,maize,loam soil
136,19.39851734,5.696205468,60.95197486,maize,loam soil
137,21.54156232,6.803931519,109.7515385,maize,loam soil
138,23.79746068,6.252797547999999,91.76337172,maize,loam soil
139,18.9802729,6.092725883,94.26249353,maize,loam soil
140,24.10859207,6.234330356,71.07562236,maize,loam soil
141,24.7947077,5.722579819,76.72860067,maize,loam soil
142,21.63162756,6.430616465,69.21803098,maize,loam soil
143,25.37548751,5.983952675,101.7004306,maize,loam soil
144,22.21738222,6.80163854,106.62131570000001,maize,loam soil
145,20.58314011,6.499936446,66.29390357,maize,loam soil
146,24.87502824,6.265564338,91.26056654,maize,loam soil
147,20.03728219,6.727303282,109.02414099999999,maize,loam soil
148,25.95263264,6.325235159,99.57981207,maize,loam soil
149,19.28889933,6.807487794,71.3195307,maize,loam soil
150,20.57981887,6.671085817000001,78.34604471,maize,loam soil
151,24.71417533,6.648725327,88.45361858,maize,loam soil
152,20.27317074,6.439071996,62.50351892,maize,loam soil
153,18.41932981,6.474476516,76.41312437,maize,loam soil
154,23.39128187,5.871647806,107.3198135,maize,loam soil
155,19.84939404,5.730617109,100.76892459999999,maize,loam soil
156,21.869274,5.850439831,107.2681929,maize,loam soil
157,22.8056033,5.7916499329999995,101.59527940000001,maize,loam soil
158,19.078147100000002,6.740000687999999,80.72515943,maize,loam soil
159,22.02720976,6.272417541,83.73280082,maize,loam soil
160,23.80546189,5.715208817000001,89.96220140000001,maize,loam soil
161,18.52510753,5.773454729,88.10234397,maize,loam soil
162,23.50297882,5.584171461,64.77791424,maize,loam soil
163,26.54986394,5.787268394,73.33636055,maize,loam soil
164,19.29563411,5.77597783,83.21030571,maize,loam soil
165,20.68899915,6.864793607,103.651438,maize,loam soil
166,19.32666088,6.192360002999999,84.22969177,maize,loam soil
167,24.60532218,6.636803222999999,96.59195302,maize,loam soil
168,22.27373646,5.826426917,67.96704792,maize,loam soil
169,25.70196694,6.960358276,83.20711308,maize,loam soil
170,19.20129357,6.11275104,87.85092352,maize,loam soil
171,21.70181447,6.708446922,95.71388473,maize,loam soil
172,20.51716779,5.561510732,67.61013737,maize,loam soil
173,23.30355338,5.873242491,97.59081274,maize,loam soil
174,24.2547451,6.995843776,64.23845455,maize,loam soil
175,24.86374934,5.714799723,75.82270467,maize,loam soil
176,22.6265115,6.78073637,88.17251033,maize,loam soil
177,18.04185513,5.513697923,104.2321615,maize,loam soil
178,23.26237612,5.798423907999999,67.10225139,maize,loam soil
179,22.88330922,6.352471866,67.72777298,maize,loam soil
180,25.97482359,6.822586546,103.2234212,maize,loam soil
181,26.14384005,6.655426355,107.2361366,maize,loam soil
182,18.66116213,6.1212940410000005,75.03247667,maize,loam soil
183,25.10787449,5.790770202999999,78.16077693,maize,loam soil
184,23.33844615,6.47444292,105.0083144,maize,loam soil
185,25.08239719,6.455116637000001,62.49190812,maize,loam soil
186,25.36768364,6.606984086000001,107.9124111,maize,loam soil
187,25.34217103,6.330554389,74.52082026,maize,loam soil
188,25.00933355,6.5286312660000005,62.91359494,maize,loam soil
189,18.66746724,5.721667141,69.93293255,maize,loam soil
190,20.37999665,6.644205485,108.5054416,maize,loam soil
191,18.09300227,6.376651091,78.96159541,maize,loam soil
192,26.16985907,6.247040422,79.84925393,maize,loam soil
193,18.65396672,6.656730007999999,93.62039175,maize,loam soil
194,26.07470121,6.2048017,85.75692395,maize,loam soil
195,18.92851916,6.158860284,82.34162918,maize,loam soil
196,23.30546753,6.385684213999999,108.7603001,maize,loam soil
197,18.74826712,6.417820493,70.23401597,maize,loam soil
198,19.74213321,6.381201909,65.50861389,maize,loam soil
199,25.73044432,6.877869005,98.73771338,maize,loam soil
200,26.47330219,6.283818329,53.65742581,watermelon,sandy soil
201,25.18780042,6.818261382999999,46.87420883,watermelon,sandy soil
202,25.29954705,6.37620108,57.04147057,watermelon,sandy soil
203,24.74631269,6.581587932000001,57.95826144,watermelon,sandy soil
204,26.58740671,6.932739726,41.87540028,watermelon,sandy soil
205,24.53442564,6.140099215,49.11618732,watermelon,sandy soil
206,26.071375699999997,6.467095849,57.79652846,watermelon,sandy soil
207,25.96534238,6.849471704,59.46338556,watermelon,sandy soil
208,26.22338015,6.512196212,54.60159289,watermelon,sandy soil
209,24.41311871,6.039584629,44.07843475,watermelon,sandy soil
210,26.49195283,6.057697106,57.72799157,watermelon,sandy soil
211,24.04355803,6.423898762,53.78929956,watermelon,sandy soil
212,25.5421695,6.936997681,57.57343233,watermelon,sandy soil
213,26.74550678,6.251286661,40.794305,watermelon,sandy soil
214,25.7131428,6.190015912000001,43.08961827,watermelon,sandy soil
215,25.76484262,6.681606702000001,44.22066914,watermelon,sandy soil
216,26.79489868,6.51075991,57.74091817,watermelon,sandy soil
217,24.900460199999998,6.7702780879999995,57.44942094,watermelon,sandy soil
218,26.80750629,6.429788072999999,58.79889057,watermelon,sandy soil
219,25.11189154,6.209888345,44.20656987,watermelon,sandy soil
220,26.2148837,6.419052193,59.65590798,watermelon,sandy soil
221,24.9103226,6.237861736,49.48575692,watermelon,sandy soil
222,25.79448878,6.762471628999999,56.45229202,watermelon,sandy soil
223,25.26931156,6.6128479989999995,40.12650421,watermelon,sandy soil
224,25.76402693,6.704688865,46.05122728,watermelon,sandy soil
225,25.85483596,6.049609892,46.85176955,watermelon,sandy soil
226,24.33528185,6.762030215,48.32113628,watermelon,sandy soil
227,25.37601283,6.65398725,57.23028471,watermelon,sandy soil
228,24.86094646,6.738030547,55.29563514,watermelon,sandy soil
229,24.71885473,6.095689937,48.45978627,watermelon,sandy soil
230,24.21495706,6.538006356,48.01138482,watermelon,sandy soil
231,25.81692236,6.377427122,54.82963379,watermelon,sandy soil
232,24.47018505,6.417011754,57.26773002,watermelon,sandy soil
233,24.13078816,6.649086972,51.19470197,watermelon,sandy soil
234,26.179346399999996,6.25933595,49.43050977,watermelon,sandy soil
235,26.17668721,6.121168559,53.33484977,watermelon,sandy soil
236,26.03867719,6.031424482,44.3993381,watermelon,sandy soil
237,26.53259325,6.835268183999999,54.30660782,watermelon,sandy soil
238,26.81938687,6.551750306000001,46.06193778,watermelon,sandy soil
239,25.50405534,6.940236218,48.47833278,watermelon,sandy soil
240,26.20234499,6.87606733,56.47941847,watermelon,sandy soil
241,25.13735887,6.457216535,43.52897517,watermelon,sandy soil
242,25.92030221,6.921847887999999,42.10681516,watermelon,sandy soil
243,26.6634609,6.881425746000001,57.40847165,watermelon,sandy soil
244,24.06731461,6.915717008,51.75212401,watermelon,sandy soil
245,24.6774157,6.206247493999999,57.05709413,watermelon,sandy soil
246,26.11440416,6.29542477,58.48160844,watermelon,sandy soil
247,26.81530456,6.3996690439999995,55.74073582,watermelon,sandy soil
248,25.15623099,6.862157042000001,55.49541453,watermelon,sandy soil
249,25.2801372,6.224066378,49.29456609,watermelon,sandy soil
250,26.22005978,6.0938146689999995,49.08553937,watermelon,sandy soil
251,24.92093261,6.291540277999999,50.55710813,watermelon,sandy soil
252,26.21667586,6.32281728,54.65423596,watermelon,sandy soil
253,26.81383586,6.873283991,51.70497792,watermelon,sandy soil
254,24.31334971,6.074209622000001,48.11248366,watermelon,sandy soil
255,24.29105004,6.49889585,51.26046418,watermelon,sandy soil
256,24.42998931,6.678805092,48.58241822,watermelon,sandy soil
257,25.66576039,6.114128685,54.22722466,watermelon,sandy soil
258,25.07803672,6.4050542429999995,56.39962921,watermelon,sandy soil
259,24.88910524,6.110142735,51.70699144,watermelon,sandy soil
260,25.42900869,6.828982708,56.34144589,watermelon,sandy soil
261,24.37118217,6.451499763999999,44.63907691,watermelon,sandy soil
262,26.493064500000003,6.313512998999999,46.06382209,watermelon,sandy soil
263,25.83202912,6.755192025,45.24690619,watermelon,sandy soil
264,24.41592661,6.623167177000001,40.32161859,watermelon,sandy soil
265,24.37190239,6.12532356,44.20899581,watermelon,sandy soil
266,24.24782473,6.653867608,54.76576239999999,watermelon,sandy soil
267,24.64458469,6.3439425179999995,48.31219031,watermelon,sandy soil
268,24.89681131,6.217300786,53.14626213,watermelon,sandy soil
269,25.41864024,6.286387658,49.52320689,watermelon,sandy soil
270,26.26028739,6.769893799999999,58.97878791,watermelon,sandy soil
271,24.90123934,6.744966312000001,46.59207341,watermelon,sandy soil
272,24.84740848,6.391858432,59.67927244,watermelon,sandy soil
273,26.98212846,6.770434148,42.91292205,watermelon,sandy soil
274,26.90435747,6.727468157000001,59.75980023,watermelon,sandy soil
275,25.86475496,6.662244646,41.16554802,watermelon,sandy soil
276,26.70607759,6.944640222,51.51033554,watermelon,sandy soil
277,26.44019475,6.507110986,47.81847573,watermelon,sandy soil
278,26.283443,6.520663422,50.78669728,watermelon,sandy soil
279,26.84366082,6.106500787000001,40.228644,watermelon,sandy soil
280,26.03967219,6.277484042999999,43.87712348,watermelon,sandy soil
281,24.92994759,6.195142279,48.75859458,watermelon,sandy soil
282,25.50736962,6.792035575,44.2068997,watermelon,sandy soil
283,25.4438391,6.472756256,57.51549686,watermelon,sandy soil
284,26.12588914,6.000975617000001,40.71210074,watermelon,sandy soil
285,25.10474753,6.5877912620000005,59.26519444,watermelon,sandy soil
286,26.27520631,6.956508826,54.38748495,watermelon,sandy soil
287,26.27061608,6.259086582999999,46.76837499,watermelon,sandy soil
288,26.73690828,6.747537642,47.46447019,watermelon,sandy soil
289,25.04746944,6.932537231,56.72496677,watermelon,sandy soil
290,24.69368934,6.353107392999999,48.99390828,watermelon,sandy soil
291,24.54356968,6.211748957,42.00660251,watermelon,sandy soil
292,25.89762315,6.277245253999999,54.49960057,watermelon,sandy soil
293,26.6333118,6.560443519,56.31866159,watermelon,sandy soil
294,25.35794749,6.903020221,47.72078245,watermelon,sandy soil
295,25.28784623,6.765094963999999,58.28697664,watermelon,sandy soil
296,26.63838589,6.189213927000001,48.32428609,watermelon,sandy soil
297,25.331044600000002,6.904241707000001,41.53218699,watermelon,sandy soil
298,26.89750174,6.463271076,43.97193745,watermelon,sandy soil
299,26.98603693,6.260838965,58.54876687,watermelon,sandy soil
300,22.75088787,5.521466996,110.4317855,apple,peat soil
301,23.849401399999998,6.133220586,114.05124950000001,apple,peat soil
302,22.60800988,6.226289556,116.0396587,apple,peat soil
303,21.18667419,6.3211521920000004,122.233323,apple,peat soil
304,23.41044706,5.587905967,116.07779309999998,apple,peat soil
305,22.86006627,5.824151692999999,117.7296726,apple,peat soil
306,22.48403042,5.7721799460000005,105.54736270000001,apple,peat soil
307,22.02775403,5.790993052,121.1349176,apple,peat soil
308,21.91191314,6.499226821000001,117.0761277,apple,peat soil
309,23.71059131,5.658473817000001,112.66765890000002,apple,peat soil
310,21.37784654,5.573241391,106.1417017,apple,peat soil
311,22.84852833,6.079497202000001,123.59778429999999,apple,peat soil
312,23.1094265,6.3831802710000005,108.183792,apple,peat soil
313,23.25230817,5.867420996,105.35584080000001,apple,peat soil
314,23.67287749,5.708418722,104.22980279999999,apple,peat soil
315,23.76881552,5.798350800000001,102.26485459999999,apple,peat soil
316,23.34386401,6.28188384,104.4267991,apple,peat soil
317,22.63946441,5.697945522,108.3405879,apple,peat soil
318,22.45696744,5.6059340870000005,114.84077250000001,apple,peat soil
319,22.96388477,5.85648105,104.64729859999998,apple,peat soil
320,21.07273439,6.041053829,107.8737015,apple,peat soil
321,22.44075021,5.685062404,121.4977331,apple,peat soil
322,22.71271308,5.669489065,109.8852597,apple,peat soil
323,21.70416965,5.7517073420000004,115.1781396,apple,peat soil
324,22.43324518,5.800448951,119.1025189,apple,peat soil
325,21.25941052,5.821347769,109.06584709999998,apple,peat soil
326,22.9215706,6.28022267,105.6941544,apple,peat soil
327,22.81212536,6.027314401,107.855225,apple,peat soil
328,21.12152071,5.636687393,102.8017203,apple,peat soil
329,21.11478672,5.559363609,104.5086618,apple,peat soil
330,23.59997268,5.596449493,107.17281909999998,apple,peat soil
331,23.12652652,5.893492998999999,108.62118329999998,apple,peat soil
332,22.98458907,5.875718516,122.1952483,apple,peat soil
333,22.12659387,6.386021424,104.5412275,apple,peat soil
334,22.53779727,5.710819862,101.8474768,apple,peat soil
335,22.49095104,5.795985716000001,124.3915101,apple,peat soil
336,22.35548159,6.046673619,116.7366261,apple,peat soil
337,22.20700989,6.443382913,120.1593771,apple,peat soil
338,22.44516988,5.617227184,107.1843273,apple,peat soil
339,22.76643029,6.442289294,120.4359949,apple,peat soil
340,22.19109412,6.162034371,112.3126628,apple,peat soil
341,23.6119202,5.812781806,123.5900822,apple,peat soil
342,23.86087054,5.765015126000001,105.02413290000001,apple,peat soil
343,21.42177231,6.184922574,102.80456579999999,apple,peat soil
344,22.36629253,5.739652177000001,124.9831618,apple,peat soil
345,23.99686172,5.8247786360000005,117.6102915,apple,peat soil
346,21.80129837,5.554823557000001,120.05866709999998,apple,peat soil
347,23.80436344,6.024248787,100.6192543,apple,peat soil
348,23.71475278,5.631333387000001,121.8961665,apple,peat soil
349,23.34467359,5.811975094,112.89540159999999,apple,peat soil
350,22.31253665,5.730557448,113.0688155,apple,peat soil
351,23.50201428,5.66999105,107.9868949,apple,peat soil
352,23.46260321,5.682751473,111.7763395,apple,peat soil
353,23.06204373,6.245858905,114.7399101,apple,peat soil
354,22.47420512,6.017370134,124.2179699,apple,peat soil
355,22.69780133,5.53456749,105.05082340000001,apple,peat soil
356,23.66682067,5.952367662,105.4004751,apple,peat soil
357,22.50050273,6.1264365839999995,100.93439029999999,apple,peat soil
358,23.83053666,6.406818518,109.5966791,apple,peat soil
359,23.64142354,6.155939452999999,116.6912176,apple,peat soil
360,21.41363812,5.878568981,118.39790649999999,apple,peat soil
361,22.85267372,5.935336307999999,117.53140259999998,apple,peat soil
362,22.98208095,5.971332179,109.5852253,apple,peat soil
363,21.19909519,5.67130617,103.6838922,apple,peat soil
364,23.87192332,5.882155987999999,103.05480940000001,apple,peat soil
365,21.0365275,6.08551916,114.74127340000001,apple,peat soil
366,22.61711614,5.90402645,116.92567659999999,apple,peat soil
367,21.45278675,6.1102188260000005,116.70365819999999,apple,peat soil
368,22.81227579,6.212302608,109.33835520000001,apple,peat soil
369,21.98141856,6.142803397000001,115.4789148,apple,peat soil
370,22.52709326,6.365972687999999,115.3830068,apple,peat soil
371,22.35628673,6.264202804,107.76974129999999,apple,peat soil
372,21.19852186,6.276198595,105.85543510000001,apple,peat soil
373,23.881245800000002,5.514253142,104.9116663,apple,peat soil
374,22.78234161,5.682343744,122.1449949,apple,peat soil
375,22.19055385,5.830892252000001,121.6622761,apple,peat soil
376,22.91430043,5.603413172000001,118.6044645,apple,peat soil
377,23.08950736,6.0967531,108.2166601,apple,peat soil
378,21.72484506,6.056529526,121.69617609999999,apple,peat soil
379,22.44307715,6.160267496,102.5565807,apple,peat soil
380,21.1316077,5.814434775,122.5391946,apple,peat soil
381,22.71750705,5.987262638,107.0289866,apple,peat soil
382,23.75033085,5.570020684,117.66028270000001,apple,peat soil
383,23.76121837,5.9655513110000005,100.825956,apple,peat soil
384,22.13450646,6.062356467000001,112.9203223,apple,peat soil
385,21.17089176,5.895319002000001,123.6495149,apple,peat soil
386,22.36238282,6.119432215,118.68327250000002,apple,peat soil
387,22.77856513,5.624203283,113.7759219,apple,peat soil
388,21.22503442,5.52078314,113.9760462,apple,peat soil
389,23.15791104,5.731535257999999,110.712841,apple,peat soil
390,22.42776057,5.893490899,102.7230739,apple,peat soil
391,23.64082979,5.560521058,116.74313190000001,apple,peat soil
392,22.29423493,6.222390797999999,122.7418744,apple,peat soil
393,23.35225078,6.071255131,113.03813819999999,apple,peat soil
394,22.03911546,6.231950009,110.98040139999999,apple,peat soil
395,23.80593812,5.889480679,119.6335548,apple,peat soil
396,22.31944084,5.732757516,100.1173443,apple,peat soil
397,22.14464104,6.400321212000001,120.63107839999999,apple,peat soil
398,23.65167552,6.496934492,115.3611268,apple,peat soil
399,22.16939473,6.229498836,124.4683112,apple,peat soil
400,24.40228894,7.231324765,90.80223559999999,cotton,chalk soil
401,23.09595631,6.925412377000001,71.29581071,cotton,chalk soil
402,23.965634899999998,7.633437412,90.75616738,cotton,chalk soil
403,24.88738107,6.827354668,89.76050416,cotton,chalk soil
404,25.36243778,6.176716425,88.43618918,cotton,chalk soil
405,24.69457084,6.628722836000001,78.58494391,cotton,chalk soil
406,25.0017188,7.256877571,96.32600992,cotton,chalk soil
407,22.45942937,6.443785385,64.23026638,cotton,chalk soil
408,23.60564038,7.723240151000001,72.49800885,cotton,chalk soil
409,24.58453146,5.9474485889999995,71.94608134,cotton,chalk soil
410,23.0865933,7.227745516000001,71.84080724,cotton,chalk soil
411,23.5000992,6.219469084,79.81328183,cotton,chalk soil
412,24.1472953,6.021439523,69.91563467,cotton,chalk soil
413,24.69315538,6.253343655,89.799462,cotton,chalk soil
414,24.484692000000003,6.187455798999999,90.94342484,cotton,chalk soil
415,24.49112609,7.0576933660000005,64.02949379,cotton,chalk soil
416,23.47986888,6.720449769,86.76287924,cotton,chalk soil
417,24.18586246,6.4316895060000006,69.08056728,cotton,chalk soil
418,25.00755095,7.453106264,86.06411872,cotton,chalk soil
419,25.99237426,7.368258226,89.1188212,cotton,chalk soil
420,23.66457347,7.352401887,99.36898373,cotton,chalk soil
421,25.66891439,6.652143699,78.59595817,cotton,chalk soil
422,22.04612876,6.144631795,86.00758678,cotton,chalk soil
423,22.4204752,7.318802162000001,93.46595573,cotton,chalk soil
424,25.03149561,7.954629324,95.0191318,cotton,chalk soil
425,23.53371386,6.207652157,87.54004943,cotton,chalk soil
426,22.77076388,6.631005298,81.49543437,cotton,chalk soil
427,25.49848236,7.306918817000001,67.05961949,cotton,chalk soil
428,25.248679,5.898293044,86.55517751,cotton,chalk soil
429,22.78249615,7.238566893,64.61444234,cotton,chalk soil
430,23.37044424,7.977651226,71.67870701,cotton,chalk soil
431,24.86560781,5.983075895,79.56866268,cotton,chalk soil
432,24.14386157,6.785723961,80.36146974,cotton,chalk soil
433,25.03300222,7.393441155,97.10087029,cotton,chalk soil
434,23.65724079,6.486068274,88.54479121,cotton,chalk soil
435,25.54359718,7.175934962,88.94245493,cotton,chalk soil
436,22.00085141,7.388265887999999,90.42224164,cotton,chalk soil
437,23.64328417,6.10539819,80.96157332,cotton,chalk soil
438,23.96436009,6.419536555,84.63148859,cotton,chalk soil
439,24.65425757,6.307585854,61.82980133,cotton,chalk soil
440,24.3017998,6.93221485,65.0247867,cotton,chalk soil
441,24.29144926,7.810865753,90.41694635,cotton,chalk soil
442,24.29470232,6.527541661,81.05902285,cotton,chalk soil
443,25.72180042,7.569454601,99.93100821,cotton,chalk soil
444,24.87663664,7.041065585,91.9223468,cotton,chalk soil
445,22.60612115,7.208795456,75.13617229,cotton,chalk soil
446,23.86814008,6.814341946,90.45471850000001,cotton,chalk soil
447,23.41022496,7.442217061,78.82199603,cotton,chalk soil
448,24.96440768,6.854558957,80.03995829,cotton,chalk soil
449,25.16820129,7.884550475,84.62419032,cotton,chalk soil
450,22.72767171,6.006085786,77.55176318,cotton,chalk soil
451,22.45145981,7.432043735,86.84998693,cotton,chalk soil
452,23.04920461,6.4980521079999995,70.65644296,cotton,chalk soil
453,25.29250148,6.205263534,62.64174227,cotton,chalk soil
454,22.95604064,6.360812227,66.48339303,cotton,chalk soil
455,22.80213132,7.046607433999999,91.63895649999999,cotton,chalk soil
456,23.54234715,7.947011366,84.12536744,cotton,chalk soil
457,24.41212325,6.281913857999999,98.60457373,cotton,chalk soil
458,22.94276687,6.114525877,67.08022574,cotton,chalk soil
459,25.53676123,6.753978061000001,95.4262599,cotton,chalk soil
460,25.32023717,7.425041316000001,83.46532547,cotton,chalk soil
461,22.426733,6.745104394,65.54475812,cotton,chalk soil
462,25.78544484,7.641116568999999,91.39578861,cotton,chalk soil
463,25.68959532,6.4701354779999996,66.19426787,cotton,chalk soil
464,22.14593688,7.091992365,60.65381719,cotton,chalk soil
